Unidade Orçamentária;;UG Executora;;PT;Ação Governo;;Plano Orçamentário;;PTRES;PI;;Fonte SOF;Fonte Recursos;Esfera Orçamentária;;Categoria Econômica Despesa;;Grupo Despesa;;Elemento Despesa;;Natureza Despesa;;Natureza Despesa Detalhada;;Tipo NE CCor;;Modalidade Licitação NE CCor;;Inciso NE CCor;Dia Emissão NE CCor;Mês Emissão NE CCor;Ano Emissão NE CCor;Nota Empenho CCor;Núm. Processo NE CCor;Doc - Observação;Favorecido NE CCor;;DESPESAS EMPENHADAS (CONTROLE EMPENHO);DESPESAS LIQUIDADAS (CONTROLE EMPENHO);DESPESAS INSCRITAS EM RPNP (CONTROLE EMPENHO);DESPESAS PAGAS (CONTROLE EMPENHO);RESTOS A PAGAR PROCESSADOS REINSCRITOS;RESTOS A PAGAR PROCESSADOS A PAGAR;RESTOS A PAGAR NAO PROCESSADOS INSCRITOS;RESTOS A PAGAR NAO PROCESSADOS REINSCRITOS;RESTOS A PAGAR NAO PROCESSADOS CANCELADOS;RESTOS A PAGAR NAO PROCESSADOS LIQUIDADOS;RESTOS A PAGAR NAO PROCESSADOS PAGOS;RESTOS A PAGAR NAO PROCESSADOS A PAGAR;LIQUIDACOES TOTAIS (EXERCICIO E RPNP);PAGAMENTOS TOTAIS (EXERCICIO E RAP)
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO DE SERVIDORES INATIVOS REFERENTE AO MES DE NOVEMBRO DE 2017 - PA SEI 0005693-18.2017.6.07.8100. CONSIG. BCO CRUZ DO SUL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;7.975,89;;;;;;;;;0,00;7.975,89
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO DE SERVIDORES INATIVOS REFERENTE AO MES DE NOVEMBRO DE 2017 - PA SEI 0005693-18.2017.6.07.8100. CONSIGANCAO CEF;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;20.374,24;;;;;;;;;0,00;20.374,24
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO DE SERVIDORES INATIVOS REFERENTE AO MES DE NOVEMBRO DE 2017 - PA SEI 0005693-18.2017.6.07.8100. CONSIGANCAO SANTANDER;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;12.132,80;;;;;;;;;0,00;12.132,80
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO DE SERVIDORES INATIVOS REFERENTE AO MES DE NOVEMBRO DE 2017 - PA SEI 0005693-18.2017.6.07.8100. CONSIGNACAO BB;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;28.872,57;;;;;;;;;0,00;28.872,57
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO DE SERVIDORES INATIVOS REFERENTE AO MES DE NOVEMBRO DE 2017 - PA SEI 0005693-18.2017.6.07.8100. DESC. PENSAO ALIMENTICIA OUTROS BCOS;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;621,54;;;;;;;;;0,00;621,54
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO DE SERVIDORES INATIVOS REFERENTE AO MES DE NOVEMBRO DE 2017 - PA SEI 0005693-18.2017.6.07.8100. DESCONTO CAPEMISA;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;3.108,33;;;;;;;;;0,00;3.108,33
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO DE SERVIDORES INATIVOS REFERENTE AO MES DE NOVEMBRO DE 2017 - PA SEI 0005693-18.2017.6.07.8100. DESCONTO PARA A ASTRE-DF;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;1.192,46;;;;;;;;;0,00;1.192,46
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO DE SERVIDORES INATIVOS REFERENTE AO MES DE NOVEMBRO DE 2017 - PA SEI 0005693-18.2017.6.07.8100. DESCONTO TRE-SAUDE;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;48.395,33;;;;;;;;;0,00;48.395,33
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO DE SERVIDORES INATIVOS REFERENTE AO MES DE NOVEMBRO DE 2017 - PA SEI 0005693-18.2017.6.07.8100. FINANCEIRA ALFA;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;1.823,44;;;;;;;;;0,00;1.823,44
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO DE SERVIDORES INATIVOS REFERENTE AO MES DE NOVEMBRO DE 2017 - PA SEI 0005693-18.2017.6.07.8100. IRRF;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;171.608,90;;;;;;;;;0,00;171.608,90
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO DE SERVIDORES INATIVOS REFERENTE AO MES DE NOVEMBRO DE 2017 - PA SEI 0005693-18.2017.6.07.8100. PENSAO ALIM. CEF;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;2.660,81;;;;;;;;;0,00;2.660,81
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO DE SERVIDORES INATIVOS REFERENTE AO MES DE NOVEMBRO DE 2017 - PA SEI 0005693-18.2017.6.07.8100. PSSS SERVIDOR;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;81.462,91;;;;;;;;;0,00;81.462,91
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO DE SERVIDORES INATIVOS REFERENTE AO MES DE NOVEMBRO DE 2017 - PA SEI 0005693-18.2017.6.07.8100. SINDJUS DF;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;3.906,00;;;;;;;;;0,00;3.906,00
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO DE SERVIDORES INATIVOS REFERENTE AO MES DE NOVEMBRO DE 2017 - PA SEI 0005693-18.2017.6.07.8100. TAXAS DE CONSIGNACAO;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;213,00;;;;;;;;;0,00;213,00
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO DE SERVIDORES INATIVOS REFERENTE AO MES DE NOVEMBRO DE 2017-PA SEI 0005693-18.2017.6.07.8100.ŽDEVOLUCAO DE PROVENTOS/TETO.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;(3.156,28);;0,00;;;;;;;;;(3.156,28);0,00
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO DE SERVIDORES INATIVOS REFERENTE AO MES DE OUTUBRO DE 2017 - PA SEI 0005117-25.2017.6.07.8100.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;301.184,27;;;;;;;;;;;301.184,27;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO DE SERVIDORES INATIVOS REFERENTE AO MES DE OUTUBRO DE 2017 - PA SEI 0005117-25.2017.6.07.8100.   DADOS BANCARIOS BANCO DO BRASIL.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;301.184,27;;;;;;;;;0,00;301.184,27
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900101;PROVENTOS - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;INSCRICAO DE EMPENHOS EM RESTOS A PAGAR NAO PROCESSADOS A LIQUIDAR E EM LIQUI-DACAO CONFORME INDICACAO DO ORDENADOR DE DESPESA, COM BASE NOS SALDOS DAS CON-TAS 89991.33.01 E 89991.33.03.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;;25.256,26;;;;;;;;;;;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900106;13 SALARIO - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;2017NECT - PROVENTOS: PESSOAL CIVIL, EXERCICIO DE 2017.                       REFORCO DO SUBITEM 06.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;255.368,77;;;;;;;;;;;;;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900106;13 SALARIO - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO SUPLEMENTAR Nº 03 DE NOVEMBRO/2017, REFERENTE A 2ª PARCELA DA GRATIFICACAO  NATALINA  DE  2017.  SERVIDORES INATIVOS.  PA SEI 0005783-26.2017.6.07.8100 ŽLANCAMENTO PARA BAIXA DA PROVISAO PARA 13 SALARIO DE 2017.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;0,00;;;;;;;;;0,00;0,00
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900106;13 SALARIO - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO SUPLEMENTAR Nº 03 DE NOVEMBRO/2017, REFERENTE A 2ª PARCELA DA GRATIFICACAO  NATALINA  DE  2017.  SERVIDORES INATIVOS.  PA SEI 0005783-26.2017.6.07.8100 NE 431 FONTE 100;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;255.368,77;;;;;;;;;;;255.368,77;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;09272008901810053;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0000;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;084775;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;01;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;319001;APOSENT.RPPS, RESER.REMUNER. E REFOR.MILITAR;31900106;13 SALARIO - PESSOAL CIVIL;5;GLOBAL;08;NAO SE APLICA;-8;26/09/2017;SET/2017;2017;070025000012017NE000431;PROVENTOS;FOLHA DE PAGAMENTO SUPLEMENTAR Nº 03 DE NOVEMBRO/2017, REFERENTE A 2ª PARCELA DA GRATIFICACAO  NATALINA  DE  2017.  SERVIDORES INATIVOS.  PA SEI 0005783-26.2017.6.07.8100. DADOS BANCARIOS BB;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;230.383,33;;;;;;;;;0,00;230.383,33
